participantId;condition;title;startUtcTime;endUtcTime;gamer_rate;former_gamer_rate;gamer_identity;angry_birds_slider;handedness;genre;system
dimi;a;Games;1:12:37 AM;12:00:00 AM;A few times per month;Once per year;3;4;right;[,,,,,,Mass Multiplayer Role Playing Games (MMORPG),,,,,,,,,];[,Console (e.g. X-Box, Play Station, etc.),,]
